Affected Legal Good,Month,Value,City
Familia,2019-03,322,Monterrey
Familia,2019-04,296,Monterrey
Familia,2019-05,391,Monterrey
Familia,2019-06,370,Monterrey
Familia,2019-07,341,Monterrey
Familia,2019-08,428,Monterrey
Familia,2019-09,361,Monterrey
Familia,2019-10,454,Monterrey
Familia,2019-11,281,Monterrey
Familia,2019-12,398,Monterrey
Familia,2020-01,382,Monterrey
Familia,2020-02,310,Monterrey
Familia,2020-03,488,Monterrey
Familia,2020-04,277,Monterrey
Familia,2020-05,334,Monterrey
Familia,2020-06,366,Monterrey
Familia,2020-07,373,Monterrey
Familia,2020-08,463,Monterrey
Familia,2020-09,455,Monterrey
Familia,2020-10,416,Monterrey
Familia,2020-11,383,Monterrey
Familia,2020-12,294,Monterrey
Familia,2021-01,304,Monterrey
Familia,2021-02,328,Monterrey
Familia,2021-03,447,Monterrey
Familia,2021-04,434,Monterrey
Familia,2021-05,479,Monterrey
Familia,2021-06,464,Monterrey
Familia,2021-07,442,Monterrey
Familia,2021-08,483,Monterrey
Familia,2021-09,432,Monterrey
Familia,2021-10,424,Monterrey
Familia,2021-11,363,Monterrey
Familia,2021-12,375,Monterrey
Familia,2022-01,302,Monterrey
Familia,2022-02,311,Monterrey
Familia,2022-03,449,Monterrey
Familia,2022-04,464,Monterrey
Familia,2022-05,632,Monterrey
Familia,2022-06,500,Monterrey
Familia,2022-07,491,Monterrey
Familia,2022-08,547,Monterrey
Familia,2022-09,457,Monterrey
Familia,2022-10,464,Monterrey
Familia,2022-11,442,Monterrey
Familia,2022-12,337,Monterrey
Libertad y Seguridad Sexual,2015-01,23,Monterrey
Libertad y Seguridad Sexual,2015-02,33,Monterrey
Libertad y Seguridad Sexual,2015-03,42,Monterrey
Libertad y Seguridad Sexual,2015-04,52,Monterrey
Libertad y Seguridad Sexual,2015-05,49,Monterrey
Libertad y Seguridad Sexual,2015-06,44,Monterrey
Libertad y Seguridad Sexual,2015-07,47,Monterrey
Libertad y Seguridad Sexual,2015-08,50,Monterrey
Libertad y Seguridad Sexual,2015-09,62,Monterrey
Libertad y Seguridad Sexual,2015-10,46,Monterrey
Libertad y Seguridad Sexual,2015-11,48,Monterrey
Libertad y Seguridad Sexual,2015-12,36,Monterrey
Libertad y Seguridad Sexual,2016-01,34,Monterrey
Libertad y Seguridad Sexual,2016-02,36,Monterrey
Libertad y Seguridad Sexual,2016-03,34,Monterrey
Libertad y Seguridad Sexual,2016-04,56,Monterrey
Libertad y Seguridad Sexual,2016-05,52,Monterrey
Libertad y Seguridad Sexual,2016-06,54,Monterrey
Libertad y Seguridad Sexual,2016-07,44,Monterrey
Libertad y Seguridad Sexual,2016-08,52,Monterrey
Libertad y Seguridad Sexual,2016-09,41,Monterrey
Libertad y Seguridad Sexual,2016-10,45,Monterrey
Libertad y Seguridad Sexual,2016-11,42,Monterrey
Libertad y Seguridad Sexual,2016-12,33,Monterrey
Libertad y Seguridad Sexual,2017-01,34,Monterrey
Libertad y Seguridad Sexual,2017-02,33,Monterrey
Libertad y Seguridad Sexual,2017-03,52,Monterrey
Libertad y Seguridad Sexual,2017-04,35,Monterrey
Libertad y Seguridad Sexual,2017-05,62,Monterrey
Libertad y Seguridad Sexual,2017-06,65,Monterrey
Libertad y Seguridad Sexual,2017-07,56,Monterrey
Libertad y Seguridad Sexual,2017-08,59,Monterrey
Libertad y Seguridad Sexual,2017-09,59,Monterrey
Libertad y Seguridad Sexual,2017-10,60,Monterrey
Libertad y Seguridad Sexual,2017-11,43,Monterrey
Libertad y Seguridad Sexual,2017-12,44,Monterrey
Libertad y Seguridad Sexual,2018-01,41,Monterrey
Libertad y Seguridad Sexual,2018-02,61,Monterrey
Libertad y Seguridad Sexual,2018-03,44,Monterrey
Libertad y Seguridad Sexual,2018-04,67,Monterrey
Libertad y Seguridad Sexual,2018-05,69,Monterrey
Libertad y Seguridad Sexual,2018-06,70,Monterrey
Libertad y Seguridad Sexual,2018-07,48,Monterrey
Libertad y Seguridad Sexual,2018-08,51,Monterrey
Libertad y Seguridad Sexual,2018-09,54,Monterrey
Libertad y Seguridad Sexual,2018-10,52,Monterrey
Libertad y Seguridad Sexual,2018-11,39,Monterrey
Libertad y Seguridad Sexual,2018-12,44,Monterrey
Libertad y Seguridad Sexual,2019-01,25,Monterrey
Libertad y Seguridad Sexual,2019-02,45,Monterrey
Libertad y Seguridad Sexual,2019-03,39,Monterrey
Libertad y Seguridad Sexual,2019-04,50,Monterrey
Libertad y Seguridad Sexual,2019-05,46,Monterrey
Libertad y Seguridad Sexual,2019-06,65,Monterrey
Libertad y Seguridad Sexual,2019-07,48,Monterrey
Libertad y Seguridad Sexual,2019-08,71,Monterrey
Libertad y Seguridad Sexual,2019-09,61,Monterrey
Libertad y Seguridad Sexual,2019-10,95,Monterrey
Libertad y Seguridad Sexual,2019-11,49,Monterrey
Libertad y Seguridad Sexual,2019-12,70,Monterrey
Libertad y Seguridad Sexual,2020-01,58,Monterrey
Libertad y Seguridad Sexual,2020-02,80,Monterrey
Libertad y Seguridad Sexual,2020-03,123,Monterrey
Libertad y Seguridad Sexual,2020-04,51,Monterrey
Libertad y Seguridad Sexual,2020-05,50,Monterrey
Libertad y Seguridad Sexual,2020-06,68,Monterrey
Libertad y Seguridad Sexual,2020-07,57,Monterrey
Libertad y Seguridad Sexual,2020-08,75,Monterrey
Libertad y Seguridad Sexual,2020-09,82,Monterrey
Libertad y Seguridad Sexual,2020-10,85,Monterrey
Libertad y Seguridad Sexual,2020-11,99,Monterrey
Libertad y Seguridad Sexual,2020-12,52,Monterrey
Libertad y Seguridad Sexual,2021-01,65,Monterrey
Libertad y Seguridad Sexual,2021-02,58,Monterrey
Libertad y Seguridad Sexual,2021-03,102,Monterrey
Libertad y Seguridad Sexual,2021-04,78,Monterrey
Libertad y Seguridad Sexual,2021-05,88,Monterrey
Libertad y Seguridad Sexual,2021-06,105,Monterrey
Libertad y Seguridad Sexual,2021-07,71,Monterrey
Libertad y Seguridad Sexual,2021-08,74,Monterrey
Libertad y Seguridad Sexual,2021-09,91,Monterrey
Libertad y Seguridad Sexual,2021-10,111,Monterrey
Libertad y Seguridad Sexual,2021-11,61,Monterrey
Libertad y Seguridad Sexual,2021-12,73,Monterrey
Libertad y Seguridad Sexual,2022-01,56,Monterrey
Libertad y Seguridad Sexual,2022-02,61,Monterrey
Libertad y Seguridad Sexual,2022-03,101,Monterrey
Libertad y Seguridad Sexual,2022-04,102,Monterrey
Libertad y Seguridad Sexual,2022-05,120,Monterrey
Libertad y Seguridad Sexual,2022-06,109,Monterrey
Libertad y Seguridad Sexual,2022-07,109,Monterrey
Libertad y Seguridad Sexual,2022-08,106,Monterrey
Libertad y Seguridad Sexual,2022-09,93,Monterrey
Libertad y Seguridad Sexual,2022-10,89,Monterrey
Libertad y Seguridad Sexual,2022-11,103,Monterrey
Libertad y Seguridad Sexual,2022-12,58,Monterrey
Sociedad,2015-01,3,Monterrey
Sociedad,2015-02,2,Monterrey
Sociedad,2015-03,0,Monterrey
Sociedad,2015-04,3,Monterrey
Sociedad,2015-05,9,Monterrey
Sociedad,2015-06,5,Monterrey
Sociedad,2015-07,3,Monterrey
Sociedad,2015-08,4,Monterrey
Sociedad,2015-09,3,Monterrey
Sociedad,2015-10,3,Monterrey
Sociedad,2015-11,8,Monterrey
Sociedad,2015-12,2,Monterrey
Sociedad,2016-01,3,Monterrey
Sociedad,2016-02,6,Monterrey
Sociedad,2016-03,3,Monterrey
Sociedad,2016-04,7,Monterrey
Sociedad,2016-05,5,Monterrey
Sociedad,2016-06,3,Monterrey
Sociedad,2016-07,5,Monterrey
Sociedad,2016-08,1,Monterrey
Sociedad,2016-09,1,Monterrey
Sociedad,2016-10,2,Monterrey
Sociedad,2016-11,2,Monterrey
Sociedad,2016-12,7,Monterrey
Sociedad,2017-01,6,Monterrey
Sociedad,2017-02,6,Monterrey
Sociedad,2017-03,4,Monterrey
Sociedad,2017-04,2,Monterrey
Sociedad,2017-05,5,Monterrey
Sociedad,2017-06,3,Monterrey
Sociedad,2017-07,5,Monterrey
Sociedad,2017-08,4,Monterrey
Sociedad,2017-09,10,Monterrey
Sociedad,2017-10,3,Monterrey
Sociedad,2017-11,6,Monterrey
Sociedad,2017-12,7,Monterrey
Sociedad,2018-01,1,Monterrey
Sociedad,2018-02,4,Monterrey
Sociedad,2018-03,7,Monterrey
Sociedad,2018-04,7,Monterrey
Sociedad,2018-05,9,Monterrey
Sociedad,2018-06,6,Monterrey
Sociedad,2018-07,4,Monterrey
Sociedad,2018-08,8,Monterrey
Sociedad,2018-09,5,Monterrey
Sociedad,2018-10,3,Monterrey
Sociedad,2018-11,5,Monterrey
Sociedad,2018-12,1,Monterrey
Sociedad,2019-01,6,Monterrey
Sociedad,2019-02,5,Monterrey
Sociedad,2019-03,7,Monterrey
Sociedad,2019-04,3,Monterrey
Sociedad,2019-05,6,Monterrey
Sociedad,2019-06,11,Monterrey
Sociedad,2019-07,2,Monterrey
Sociedad,2019-08,7,Monterrey
Sociedad,2019-09,5,Monterrey
Sociedad,2019-10,10,Monterrey
Sociedad,2019-11,6,Monterrey
Sociedad,2019-12,6,Monterrey
Sociedad,2020-01,8,Monterrey
Sociedad,2020-02,5,Monterrey
Sociedad,2020-03,9,Monterrey
Sociedad,2020-04,4,Monterrey
Sociedad,2020-05,12,Monterrey
Sociedad,2020-06,4,Monterrey
Sociedad,2020-07,1,Monterrey
Sociedad,2020-08,7,Monterrey
Sociedad,2020-09,8,Monterrey
Sociedad,2020-10,6,Monterrey
Sociedad,2020-11,3,Monterrey
Sociedad,2020-12,3,Monterrey
Sociedad,2021-01,5,Monterrey
Sociedad,2021-02,5,Monterrey
Sociedad,2021-03,5,Monterrey
Sociedad,2021-04,9,Monterrey
Sociedad,2021-05,7,Monterrey
Sociedad,2021-06,2,Monterrey
Sociedad,2021-07,8,Monterrey
Sociedad,2021-08,5,Monterrey
Sociedad,2021-09,4,Monterrey
Sociedad,2021-10,5,Monterrey
Sociedad,2021-11,3,Monterrey
Sociedad,2021-12,3,Monterrey
Sociedad,2022-01,3,Monterrey
Sociedad,2022-02,4,Monterrey
Sociedad,2022-03,8,Monterrey
Sociedad,2022-04,3,Monterrey
Sociedad,2022-05,9,Monterrey
Sociedad,2022-06,9,Monterrey
Sociedad,2022-07,12,Monterrey
Sociedad,2022-08,11,Monterrey
Sociedad,2022-09,7,Monterrey
Sociedad,2022-10,6,Monterrey
Sociedad,2022-11,5,Monterrey
Sociedad,2022-12,1,Monterrey
Vida e Integridad Corporal,2015-01,173,Monterrey
Vida e Integridad Corporal,2015-02,179,Monterrey
Vida e Integridad Corporal,2015-03,180,Monterrey
Vida e Integridad Corporal,2015-04,215,Monterrey
Vida e Integridad Corporal,2015-05,233,Monterrey
Vida e Integridad Corporal,2015-06,227,Monterrey
Vida e Integridad Corporal,2015-07,188,Monterrey
Vida e Integridad Corporal,2015-08,170,Monterrey
Vida e Integridad Corporal,2015-09,272,Monterrey
Vida e Integridad Corporal,2015-10,235,Monterrey
Vida e Integridad Corporal,2015-11,243,Monterrey
Vida e Integridad Corporal,2015-12,225,Monterrey
Vida e Integridad Corporal,2016-01,197,Monterrey
Vida e Integridad Corporal,2016-02,264,Monterrey
Vida e Integridad Corporal,2016-03,262,Monterrey
Vida e Integridad Corporal,2016-04,254,Monterrey
Vida e Integridad Corporal,2016-05,282,Monterrey
Vida e Integridad Corporal,2016-06,290,Monterrey
Vida e Integridad Corporal,2016-07,323,Monterrey
Vida e Integridad Corporal,2016-08,264,Monterrey
Vida e Integridad Corporal,2016-09,236,Monterrey
Vida e Integridad Corporal,2016-10,253,Monterrey
Vida e Integridad Corporal,2016-11,209,Monterrey
Vida e Integridad Corporal,2016-12,179,Monterrey
Vida e Integridad Corporal,2017-01,186,Monterrey
Vida e Integridad Corporal,2017-02,200,Monterrey
Vida e Integridad Corporal,2017-03,208,Monterrey
Vida e Integridad Corporal,2017-04,151,Monterrey
Vida e Integridad Corporal,2017-05,194,Monterrey
Vida e Integridad Corporal,2017-06,180,Monterrey
Vida e Integridad Corporal,2017-07,182,Monterrey
Vida e Integridad Corporal,2017-08,203,Monterrey
Vida e Integridad Corporal,2017-09,195,Monterrey
Vida e Integridad Corporal,2017-10,222,Monterrey
Vida e Integridad Corporal,2017-11,198,Monterrey
Vida e Integridad Corporal,2017-12,199,Monterrey
Vida e Integridad Corporal,2018-01,173,Monterrey
Vida e Integridad Corporal,2018-02,161,Monterrey
Vida e Integridad Corporal,2018-03,179,Monterrey
Vida e Integridad Corporal,2018-04,186,Monterrey
Vida e Integridad Corporal,2018-05,201,Monterrey
Vida e Integridad Corporal,2018-06,144,Monterrey
Vida e Integridad Corporal,2018-07,186,Monterrey
Vida e Integridad Corporal,2018-08,178,Monterrey
Vida e Integridad Corporal,2018-09,190,Monterrey
Vida e Integridad Corporal,2018-10,197,Monterrey
Vida e Integridad Corporal,2018-11,160,Monterrey
Vida e Integridad Corporal,2018-12,105,Monterrey
Vida e Integridad Corporal,2019-01,120,Monterrey
Vida e Integridad Corporal,2019-02,111,Monterrey
Vida e Integridad Corporal,2019-03,150,Monterrey
Vida e Integridad Corporal,2019-04,134,Monterrey
Vida e Integridad Corporal,2019-05,129,Monterrey
Vida e Integridad Corporal,2019-06,149,Monterrey
Vida e Integridad Corporal,2019-07,108,Monterrey
Vida e Integridad Corporal,2019-08,159,Monterrey
Vida e Integridad Corporal,2019-09,153,Monterrey
Vida e Integridad Corporal,2019-10,167,Monterrey
Vida e Integridad Corporal,2019-11,151,Monterrey
Vida e Integridad Corporal,2019-12,104,Monterrey
Vida e Integridad Corporal,2020-01,131,Monterrey
Vida e Integridad Corporal,2020-02,151,Monterrey
Vida e Integridad Corporal,2020-03,131,Monterrey
Vida e Integridad Corporal,2020-04,88,Monterrey
Vida e Integridad Corporal,2020-05,74,Monterrey
Vida e Integridad Corporal,2020-06,109,Monterrey
Vida e Integridad Corporal,2020-07,99,Monterrey
Vida e Integridad Corporal,2020-08,115,Monterrey
Vida e Integridad Corporal,2020-09,124,Monterrey
Vida e Integridad Corporal,2020-10,120,Monterrey
Vida e Integridad Corporal,2020-11,103,Monterrey
Vida e Integridad Corporal,2020-12,114,Monterrey
Vida e Integridad Corporal,2021-01,88,Monterrey
Vida e Integridad Corporal,2021-02,107,Monterrey
Vida e Integridad Corporal,2021-03,69,Monterrey
Vida e Integridad Corporal,2021-04,97,Monterrey
Vida e Integridad Corporal,2021-05,100,Monterrey
Vida e Integridad Corporal,2021-06,127,Monterrey
Vida e Integridad Corporal,2021-07,125,Monterrey
Vida e Integridad Corporal,2021-08,176,Monterrey
Vida e Integridad Corporal,2021-09,173,Monterrey
Vida e Integridad Corporal,2021-10,168,Monterrey
Vida e Integridad Corporal,2021-11,227,Monterrey
Vida e Integridad Corporal,2021-12,184,Monterrey
Vida e Integridad Corporal,2022-01,200,Monterrey
Vida e Integridad Corporal,2022-02,156,Monterrey
Vida e Integridad Corporal,2022-03,155,Monterrey
Vida e Integridad Corporal,2022-04,170,Monterrey
Vida e Integridad Corporal,2022-05,198,Monterrey
Vida e Integridad Corporal,2022-06,201,Monterrey
Vida e Integridad Corporal,2022-07,204,Monterrey
Vida e Integridad Corporal,2022-08,278,Monterrey
Vida e Integridad Corporal,2022-09,261,Monterrey
Vida e Integridad Corporal,2022-10,188,Monterrey
Vida e Integridad Corporal,2022-11,178,Monterrey
Vida e Integridad Corporal,2022-12,170,Monterrey
Libertad Personal,2015-01,56,Monterrey
Libertad Personal,2015-02,29,Monterrey
Libertad Personal,2015-03,47,Monterrey
Libertad Personal,2015-04,47,Monterrey
Libertad Personal,2015-05,44,Monterrey
Libertad Personal,2015-06,40,Monterrey
Libertad Personal,2015-07,45,Monterrey
Libertad Personal,2015-08,63,Monterrey
Libertad Personal,2015-09,58,Monterrey
Libertad Personal,2015-10,49,Monterrey
Libertad Personal,2015-11,67,Monterrey
Libertad Personal,2015-12,56,Monterrey
Libertad Personal,2016-01,34,Monterrey
Libertad Personal,2016-02,41,Monterrey
Libertad Personal,2016-03,41,Monterrey
Libertad Personal,2016-04,34,Monterrey
Libertad Personal,2016-05,41,Monterrey
Libertad Personal,2016-06,52,Monterrey
Libertad Personal,2016-07,60,Monterrey
Libertad Personal,2016-08,52,Monterrey
Libertad Personal,2016-09,36,Monterrey
Libertad Personal,2016-10,45,Monterrey
Libertad Personal,2016-11,41,Monterrey
Libertad Personal,2016-12,45,Monterrey
Libertad Personal,2017-01,50,Monterrey
Libertad Personal,2017-02,44,Monterrey
Libertad Personal,2017-03,46,Monterrey
Libertad Personal,2017-04,44,Monterrey
Libertad Personal,2017-05,42,Monterrey
Libertad Personal,2017-06,55,Monterrey
Libertad Personal,2017-07,58,Monterrey
Libertad Personal,2017-08,55,Monterrey
Libertad Personal,2017-09,65,Monterrey
Libertad Personal,2017-10,40,Monterrey
Libertad Personal,2017-11,36,Monterrey
Libertad Personal,2017-12,39,Monterrey
Libertad Personal,2018-01,38,Monterrey
Libertad Personal,2018-02,47,Monterrey
Libertad Personal,2018-03,39,Monterrey
Libertad Personal,2018-04,57,Monterrey
Libertad Personal,2018-05,45,Monterrey
Libertad Personal,2018-06,43,Monterrey
Libertad Personal,2018-07,44,Monterrey
Libertad Personal,2018-08,50,Monterrey
Libertad Personal,2018-09,42,Monterrey
Libertad Personal,2018-10,56,Monterrey
Libertad Personal,2018-11,39,Monterrey
Libertad Personal,2018-12,29,Monterrey
Libertad Personal,2019-01,26,Monterrey
Libertad Personal,2019-02,59,Monterrey
Libertad Personal,2019-03,42,Monterrey
Libertad Personal,2019-04,38,Monterrey
Libertad Personal,2019-05,31,Monterrey
Libertad Personal,2019-06,44,Monterrey
Libertad Personal,2019-07,43,Monterrey
Libertad Personal,2019-08,55,Monterrey
Libertad Personal,2019-09,35,Monterrey
Libertad Personal,2019-10,42,Monterrey
Libertad Personal,2019-11,47,Monterrey
Libertad Personal,2019-12,38,Monterrey
Libertad Personal,2020-01,45,Monterrey
Libertad Personal,2020-02,35,Monterrey
Libertad Personal,2020-03,46,Monterrey
Libertad Personal,2020-04,31,Monterrey
Libertad Personal,2020-05,28,Monterrey
Libertad Personal,2020-06,22,Monterrey
Libertad Personal,2020-07,36,Monterrey
Libertad Personal,2020-08,42,Monterrey
Libertad Personal,2020-09,47,Monterrey
Libertad Personal,2020-10,27,Monterrey
Libertad Personal,2020-11,32,Monterrey
Libertad Personal,2020-12,48,Monterrey
Libertad Personal,2021-01,36,Monterrey
Libertad Personal,2021-02,35,Monterrey
Libertad Personal,2021-03,36,Monterrey
Libertad Personal,2021-04,33,Monterrey
Libertad Personal,2021-05,34,Monterrey
Libertad Personal,2021-06,53,Monterrey
Libertad Personal,2021-07,52,Monterrey
Libertad Personal,2021-08,55,Monterrey
Libertad Personal,2021-09,42,Monterrey
Libertad Personal,2021-10,43,Monterrey
Libertad Personal,2021-11,42,Monterrey
Libertad Personal,2021-12,41,Monterrey
Libertad Personal,2022-01,40,Monterrey
Libertad Personal,2022-02,30,Monterrey
Libertad Personal,2022-03,47,Monterrey
Libertad Personal,2022-04,46,Monterrey
Libertad Personal,2022-05,50,Monterrey
Libertad Personal,2022-06,54,Monterrey
Libertad Personal,2022-07,39,Monterrey
Libertad Personal,2022-08,53,Monterrey
Libertad Personal,2022-09,43,Monterrey
Libertad Personal,2022-10,40,Monterrey
Libertad Personal,2022-11,47,Monterrey
Libertad Personal,2022-12,37,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-01,244,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-02,238,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-03,262,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-04,249,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-05,253,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-06,243,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-07,222,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-08,184,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-09,289,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-10,284,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-11,280,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-12,214,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-01,189,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-02,264,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-03,327,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-04,375,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-05,390,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-06,384,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-07,335,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-08,381,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-09,279,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-10,367,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-11,311,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-12,401,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-01,322,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-02,353,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-03,457,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-04,356,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-05,389,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-06,354,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-07,393,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-08,429,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-09,342,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-10,382,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-11,394,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-12,426,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-01,263,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-02,353,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-03,375,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-04,311,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-05,412,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-06,333,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-07,400,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-08,348,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-09,406,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-10,425,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-11,473,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-12,250,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-01,320,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-02,311,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-03,347,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-04,237,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-05,364,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-06,427,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-07,446,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-08,418,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-09,363,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-10,395,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-11,409,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-12,267,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-01,360,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-02,396,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-03,276,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-04,225,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-05,188,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-06,289,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-07,207,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-08,307,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-09,412,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-10,371,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-11,343,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-12,389,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-01,349,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-02,434,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-03,412,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-04,383,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-05,352,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-06,340,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-07,440,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-08,494,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-09,480,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-10,550,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-11,676,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-12,603,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-01,559,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-02,470,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-03,564,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-04,577,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-05,599,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-06,532,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-07,526,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-08,663,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-09,575,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-10,498,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-11,569,Monterrey
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-12,510,Monterrey
Patrimonio,2015-01,229,San Nicolás de los Garza
Patrimonio,2015-02,225,San Nicolás de los Garza
Patrimonio,2015-03,180,San Nicolás de los Garza
Patrimonio,2015-04,159,San Nicolás de los Garza
Patrimonio,2015-05,186,San Nicolás de los Garza
Patrimonio,2015-06,224,San Nicolás de los Garza
Patrimonio,2015-07,185,San Nicolás de los Garza
Patrimonio,2015-08,165,San Nicolás de los Garza
Patrimonio,2015-09,219,San Nicolás de los Garza
Patrimonio,2015-10,212,San Nicolás de los Garza
Patrimonio,2015-11,230,San Nicolás de los Garza
Patrimonio,2015-12,193,San Nicolás de los Garza
